АЗС_CODE,ДАТА,HOUR,КОЛИЧЕСТВО
Z313,19.02.23,20,2777.68
Z313,19.02.23,21,3171.01
Z313,19.02.23,22,3751.45
Z313,19.02.23,23,3197.98
Z313,19.02.23,24,1945.53
Z313,19.02.24,1,2486.87
Z313,19.02.24,2,1156.3
Z313,19.02.24,3,864.95
Z313,19.02.24,4,384.5
Z313,19.02.24,5,300.41
Z313,19.02.24,6,507.68
Z313,19.02.24,7,845.91
Z313,19.02.24,8,1982.6
Z313,19.02.24,9,1973.4
Z313,19.02.24,10,3482.44
Z313,19.02.24,11,3528.14
Z313,19.02.24,12,3702.25
Z313,19.02.24,13,3434.35
Z313,19.02.24,14,3519.19
Z313,19.02.24,15,3828.77
Z313,19.02.24,16,3715.55
Z313,19.02.24,17,3322.66
Z313,19.02.24,18,3650.4
Z313,19.02.24,19,3909.42
Z313,19.02.24,20,3544.13
Z313,19.02.24,21,3719.42
Z313,19.02.24,22,3305.51
Z313,19.02.24,23,3508.19
Z313,19.02.24,24,2748.72
Z313,19.03.22,1,1907.84
Z313,19.03.22,2,1136.19
Z313,19.03.22,3,1053.32
Z313,19.03.22,4,423.06
Z313,19.03.22,5,428.81
Z313,19.03.22,6,475.3
Z313,19.03.22,7,576.5
Z313,19.03.22,8,1477.17
Z313,19.03.22,9,2906.32
Z313,19.03.22,10,3100.05
Z313,19.03.22,11,3295.2
Z313,19.03.22,12,3279.38
Z313,19.03.22,13,3567.69
Z313,19.03.22,14,3041.55
Z313,19.03.22,15,2943.05
Z313,19.03.22,16,2918.55
Z313,19.03.22,17,3169.72
Z313,19.03.22,18,2746.32
Z313,19.03.22,19,3093.1
Z313,19.03.22,20,2778.73
Z313,19.03.22,21,2539.19
Z313,19.03.22,22,2825.96
Z313,19.03.22,23,2375.63
Z313,19.03.22,24,1193.73
Z313,19.03.23,1,1766.88
Z313,19.03.23,2,1343.86
Z313,19.03.23,3,937.68
Z313,19.03.23,4,407.04
Z313,19.03.23,5,321.11
Z313,19.03.23,6,269.5
Z313,19.03.23,7,168.78
Z313,19.03.23,8,744.83
Z313,19.03.23,9,1410.39
Z313,19.03.23,10,1753.21
Z313,19.03.23,11,2707.35
Z313,19.03.23,12,2902.3
Z313,19.03.23,13,2930.03
Z313,19.03.23,14,3378
Z313,19.03.23,15,2734.39
Z313,19.03.23,16,3445.69
Z313,19.03.23,17,2838.14
Z313,19.03.23,18,3510.33
Z313,19.03.23,19,3176.25
Z313,19.03.23,20,3586.09
Z313,19.03.23,21,3252.35
Z313,19.03.23,22,3230.31
Z313,19.03.23,23,2634.55
Z313,19.03.23,24,2057.07
Z313,19.03.24,1,2473.42
Z313,19.03.24,2,1418.09
Z313,19.03.24,3,486.72
Z313,19.03.24,4,413.32
Z313,19.03.24,5,309.63
Z313,19.03.24,6,195.27
Z313,19.03.24,7,845.04
Z313,19.03.24,8,2258.44
Z313,19.03.24,9,3527.54
Z313,19.03.24,10,3809.41
Z313,19.03.24,11,3077.24
Z313,19.03.24,12,3140
Z313,19.03.24,13,3201.31
Z313,19.03.24,14,3598.57
Z313,19.03.24,15,2932.9
Z313,19.03.24,16,3155.31
Z313,19.03.24,17,3731.89
Z313,19.03.24,18,3927.77
Z313,19.03.24,19,2914.76
Z313,19.03.24,20,2930.04
Z313,19.03.24,21,3741.49
Z313,19.03.24,22,3385.13
Z313,19.03.24,23,3608.1
Z313,19.03.24,24,2013.4
Z313,19.04.22,1,1461.53
Z313,19.04.22,2,311.23
Z313,19.04.22,3,355.05
Z313,19.04.22,4,98.97
Z313,19.04.22,5,289.98
Z313,19.04.22,6,73.34
Z313,19.04.22,7,273.42
Z313,19.04.22,8,1874.14
Z313,19.04.22,9,2608.74
Z313,19.04.22,10,2496.52
Z313,19.04.22,11,2818.61
Z313,19.04.22,12,2342.4
Z313,19.04.22,13,2029.18
Z313,19.04.22,14,2361.13
Z313,19.04.22,15,2709.56
Z313,19.04.22,16,2590.95
Z313,19.04.22,17,3026.47
Z313,19.04.22,18,2878.97
Z313,19.04.22,19,2625.84
Z313,19.04.22,20,2853.96
Z313,19.04.22,21,1825.44
Z313,19.04.22,22,2591.55
Z313,19.04.22,23,2644.56
Z313,19.04.22,24,1777.63
Z313,19.04.23,1,3057.24
Z313,19.04.23,2,1376.48
Z313,19.04.23,3,998.24
Z313,19.04.23,4,789.57
Z313,19.04.23,5,378.84
Z313,19.04.23,6,328.5
Z313,19.04.23,7,520.27
Z313,19.04.23,8,1865.19
Z313,19.04.23,9,2780.6
Z313,19.04.23,10,3624.21
Z313,19.04.23,11,3470.48
Z313,19.04.23,12,3673.04
Z313,19.04.23,13,3652.97
Z313,19.04.23,14,3817.48
Z313,19.04.23,15,3446.61
Z313,19.04.23,16,4032.62
Z313,19.04.23,17,3693.52
Z313,19.04.23,18,3775.69
Z313,19.04.23,19,4229.22
Z313,19.04.23,20,3897.79
Z313,19.04.23,21,3452.84
Z313,19.04.23,22,3710.89
Z313,19.04.23,23,4406.82
Z313,19.04.23,24,2320.23
Z313,19.04.24,1,1905.28
Z313,19.04.24,2,1004.3
Z313,19.04.24,3,570.55
Z313,19.04.24,4,480.55
Z313,19.04.24,5,229.52
Z313,19.04.24,6,461.27
Z313,19.04.24,7,954.7
Z313,19.04.24,8,2345.32
Z313,19.04.24,9,3138.71
Z313,19.04.24,10,3580.63
Z313,19.04.24,11,3645.83
Z313,19.04.24,12,3016.92
Z313,19.04.24,13,3242.04
Z313,19.04.24,14,3530.73
Z313,19.04.24,15,3667.16
Z313,19.04.24,16,1800.61
Z313,19.04.24,17,3486.83
Z313,19.04.24,18,3104.39
Z313,19.04.24,19,3024.64
Z313,19.04.24,20,3241.15
Z313,19.04.24,21,3653.84
Z313,19.04.24,22,3458.64
Z313,19.04.24,23,3323.4
Z313,19.04.24,24,2238.16
Z313,19.05.22,1,1503.63
Z313,19.05.22,2,753.54
Z313,19.05.22,3,396.73
Z313,19.05.22,4,285.21
Z313,19.05.22,5,58.55
Z313,19.05.22,6,384.76
Z313,19.05.22,7,744.8
Z313,19.05.22,8,1609.53
Z313,19.05.22,9,2906.23
Z313,19.05.22,10,2890.51
Z313,19.05.22,11,2905.74
Z313,19.05.22,12,2122.41
Z313,19.05.22,13,2836.82
Z313,19.05.22,14,2481.29
Z313,19.05.22,15,2738.64
Z313,19.05.22,16,3155.18
Z313,19.05.22,17,2746.15
Z313,19.05.22,18,2526.97
Z313,19.05.22,19,3398.53
Z313,19.05.22,20,2770.44
Z313,19.05.22,21,3112.13
Z313,19.05.22,22,2144.7
Z313,19.05.22,23,2603.26
Z313,19.05.22,24,1306.18
Z313,19.05.23,1,1627.19
Z313,19.05.23,2,1033.97
Z313,19.05.23,3,695.19
Z313,19.05.23,4,155.1
Z313,19.05.23,5,135.45
Z313,19.05.23,6,252.12
Z313,19.05.23,7,602
Z313,19.05.23,8,2178.98
Z313,19.05.23,9,3023.4
Z313,19.05.23,10,2805.65
Z313,19.05.23,11,2819.4
Z313,19.05.23,12,3098.37
Z313,19.05.23,13,2811.51
Z313,19.05.23,14,2757.39
Z313,19.05.23,15,3133.78
Z313,19.05.23,16,3189.55
Z313,19.05.23,17,3196.87
Z313,19.05.23,18,2957.58
Z313,19.05.23,19,2525.17
Z313,19.05.23,20,2818.28
Z313,19.05.23,21,2829.23
Z313,19.05.23,22,3520.02
Z313,19.05.23,23,3277.35
Z313,19.05.23,24,1635.03
Z313,19.05.24,1,2076.63
Z313,19.05.24,2,1194.42
Z313,19.05.24,3,767.08
Z313,19.05.24,4,474.77
Z313,19.05.24,5,252.13
Z313,19.05.24,6,325.88
Z313,19.05.24,7,410.81
Z313,19.05.24,8,784.19
Z313,19.05.24,9,1769.02
Z313,19.05.24,10,1932.55
Z313,19.05.24,11,2277.92
Z313,19.05.24,12,3146.27
Z313,19.05.24,13,2879.4
Z313,19.05.24,14,3485.8
Z313,19.05.24,15,3539.35
Z313,19.05.24,16,3378.4
Z313,19.05.24,17,3499.32
Z313,19.05.24,18,3299.17
Z313,19.05.24,19,3886.09
Z313,19.05.24,20,3251.19
Z313,19.05.24,21,3299.39
Z313,19.05.24,22,4102.48
Z313,19.05.24,23,2927.63
Z313,19.05.24,24,1756.91
Z313,19.06.23,1,2314.28
Z313,19.06.23,2,1172.79
Z313,19.06.23,3,408.25
Z313,19.06.23,4,373.83
Z313,19.06.23,5,180.45
Z313,19.06.23,6,287.66
Z313,19.06.23,7,652.89
Z313,19.06.23,8,1320.38
Z313,19.06.23,9,2267.43
Z313,19.06.23,10,2405.38
Z313,19.06.23,11,2693.32
Z313,19.06.23,12,2575.2
Z313,19.06.23,13,2974.06
Z313,19.06.23,14,2700.22
Z313,19.06.23,15,2612.82
Z313,19.06.23,16,3113.55
Z313,19.06.23,17,3365.63
Z313,19.06.23,18,2910.56
Z313,19.06.23,19,3011.7
Z313,19.06.23,20,3962.91
Z313,19.06.23,21,3336.02
Z313,19.06.23,22,2818.64
Z313,19.06.23,23,3234.09
Z313,19.06.23,24,1870.65
Z313,19.06.24,1,1908.77
Z313,19.06.24,2,1088.37
Z313,19.06.24,3,567.58
Z313,19.06.24,4,469.28
Z313,19.06.24,5,156.14
Z313,19.06.24,6,329.49
Z313,19.06.24,7,1019.22
Z313,19.06.24,8,1079.56
Z313,19.06.24,9,2122.45
Z313,19.06.24,10,3519.34
Z313,19.06.24,11,3436.25
Z313,19.06.24,12,2538.73
Z313,19.06.24,13,3655.48
Z313,19.06.24,14,3368.09
Z313,19.06.24,15,3038.74
Z313,19.06.24,16,3457.44
Z313,19.06.24,17,3560.53
Z313,19.06.24,18,3524.98
Z313,19.06.24,19,3563.58
Z313,19.06.24,20,3621.29
Z313,19.06.24,21,3883.05
Z313,19.06.24,22,3938.17
Z313,19.06.24,23,3955.9
Z313,19.06.24,24,2681.6
Z313,19.07.23,1,1836.36
Z313,19.07.23,2,996.74
Z313,19.07.23,3,513.3
Z313,19.07.23,4,345.52
Z313,19.07.23,5,501.93
Z313,19.07.23,6,118.14
Z313,19.07.23,7,431.01
Z313,19.07.23,8,1549.76
Z313,19.07.23,9,2204.64
Z313,19.07.23,10,2936.2
Z313,19.07.23,11,3449.12
Z313,19.07.23,12,3667.11
Z313,19.07.23,13,2952.74
Z313,19.07.23,14,2766.94
Z313,19.07.23,15,2602.76
Z313,19.07.23,16,3375.4
Z313,19.07.23,17,3432.89
Z313,19.07.23,18,3422.33
Z313,19.07.23,19,3816.17
Z313,19.07.23,20,3321.94
Z313,19.07.23,21,3362.3
Z313,19.07.23,22,3226.2
Z313,19.07.23,23,3210.9
Z313,19.07.23,24,2332.03
Z313,19.07.24,1,2247.4
Z313,19.07.24,2,1711.29
Z313,19.07.24,3,709.09
Z313,19.07.24,4,504.15
Z313,19.07.24,5,339.87
Z313,19.07.24,6,470.22
Z313,19.07.24,7,820.34
Z313,19.07.24,8,1883.68
Z313,19.07.24,9,2557.7
Z313,19.07.24,10,3095.45
Z313,19.07.24,11,3348.4
Z313,19.07.24,12,3531.16
Z313,19.07.24,13,3768.56
Z313,19.07.24,14,3558.16
Z313,19.07.24,15,4010.1
Z313,19.07.24,16,3733.05
Z313,19.07.24,17,3684.78
Z313,19.07.24,18,3679.77
Z313,19.07.24,19,4004.95
Z313,19.07.24,20,4081.26
Z313,19.07.24,21,3442.59
Z313,19.07.24,22,3792.64
Z313,19.07.24,23,3355.07
Z313,19.07.24,24,2351.52
Z313,19.08.23,1,1859.99
Z313,19.08.23,2,2271.59
Z313,19.08.23,3,875.32
Z313,19.08.23,4,440.74
Z313,19.08.23,5,510.94
Z313,19.08.23,6,400.87
Z313,19.08.23,7,589.99
Z313,19.08.23,8,1693.5
Z313,19.08.23,9,1851.98
Z313,19.08.23,10,2713.78
Z313,19.08.23,11,2934.31
Z313,19.08.23,12,3150.91
Z313,19.08.23,13,3322.09
Z313,19.08.23,14,3537.83
Z313,19.08.23,15,3225.38
Z313,19.08.23,16,3769.38
Z313,19.08.23,17,3692.25
Z313,19.08.23,18,3428.25
Z313,19.08.23,19,3730.67
Z313,19.08.23,20,3938.79
Z313,19.08.23,21,2701.03
Z313,19.08.23,22,2903.52
Z313,19.08.23,23,3130.97
Z313,19.08.23,24,2613.54
Z313,19.08.24,1,1661.05
Z313,19.08.24,2,888.25
Z313,19.08.24,3,517.32
Z313,19.08.24,4,349.13
Z313,19.08.24,5,440.37
Z313,19.08.24,6,347.33
Z313,19.08.24,7,942.47
Z313,19.08.24,8,1361.71
Z313,19.08.24,9,2627.01
Z313,19.08.24,10,3345.39
Z313,19.08.24,11,3094.22
Z313,19.08.24,12,2894.66
Z313,19.08.24,13,3264.92
Z313,19.08.24,14,3513.14
Z313,19.08.24,15,3578.72
Z313,19.08.24,16,2888.45
Z313,19.08.24,17,2934.7
Z313,19.08.24,18,3315.21
Z313,19.08.24,19,3572.1
Z313,19.08.24,20,3228.58
Z313,19.08.24,22,69.39
Z313,19.08.24,23,901.94
Z313,19.08.24,24,1473.55
Z313,19.09.22,1,816.08
Z313,19.09.22,2,409.33
Z313,19.09.22,3,397.08
Z313,19.09.22,4,163.72
Z313,19.09.22,5,141.78
Z313,19.09.22,6,228.41
Z313,19.09.22,7,445.8
Z313,19.09.22,8,846.45
Z313,19.09.22,9,2401.96
Z313,19.09.22,10,1966.59
Z313,19.09.22,11,1915.43
Z313,19.09.22,12,1399.11
Z313,19.09.22,13,2046.72
Z313,19.09.22,14,2119.66
Z313,19.09.22,15,2103.35
Z313,19.09.22,16,2016.97
Z313,19.09.22,17,1901.51
Z313,19.09.22,18,1993.65
Z313,19.09.22,19,2152.02
Z313,19.09.22,20,2418.39
Z313,19.09.22,21,2900.32
Z313,19.09.22,22,1880.61
Z313,19.09.22,23,1635.56
Z313,19.09.22,24,1130.54
Z313,19.09.23,1,2250.52
Z313,19.09.23,2,1332.17
Z313,19.09.23,3,529.96
Z313,19.09.23,4,209.42
Z313,19.09.23,5,449.91
Z313,19.09.23,6,337.42
Z313,19.09.23,7,549.46
Z313,19.09.23,8,2294.18
Z313,19.09.23,9,2976.02
Z313,19.09.23,10,3279.35
Z313,19.09.23,11,2623.98
Z313,19.09.23,12,3135.88
Z313,19.09.23,13,2855.26
Z313,19.09.23,14,1696.68
Z313,19.09.23,15,3203.42
Z313,19.09.23,16,3112.32
Z313,19.09.23,17,2751.29
Z313,19.09.23,18,3383.86
Z313,19.09.23,19,3199.67
Z313,19.09.23,20,3490.71
Z313,19.09.23,21,3367.73
Z313,19.09.23,22,3578.73
Z313,19.09.23,23,2846.96
Z313,19.09.23,24,2817.27
Z313,19.10.22,1,1270.22
Z313,19.10.22,2,449.21
Z313,19.10.22,3,242.77
Z313,19.10.22,4,141.77
Z313,19.10.22,5,88.99
Z313,19.10.22,6,189.73
Z313,19.10.22,7,410.91
Z313,19.10.22,8,1805.83
Z313,19.10.22,9,2841.99
Z313,19.10.22,10,3093.26
Z313,19.10.22,11,3505.92
Z313,19.10.22,12,2484.27
Z313,19.10.22,13,2588.22
Z313,19.10.22,14,2914.1
Z313,19.10.22,15,2527.51
Z313,19.10.22,16,2827.45
Z313,19.10.22,17,2798.65
Z313,19.10.22,18,3324.71
Z313,19.10.22,19,3531.64
Z313,19.10.22,20,3417.88
Z313,19.10.22,21,2683.91
Z313,19.10.22,22,3003.38
Z313,19.10.22,23,2930.47
Z313,19.10.22,24,1036
Z313,19.10.23,1,1866.64
Z313,19.10.23,2,677.4
Z313,19.10.23,3,387.75
Z313,19.10.23,4,186.62
Z313,19.10.23,5,215.96
Z313,19.10.23,6,148.04
Z313,19.10.23,7,677.82
Z313,19.10.23,8,2099.84
Z313,19.10.23,9,3780.12
Z313,19.10.23,10,3442.13
Z313,19.10.23,11,3153.04
Z313,19.10.23,12,3344.58
Z313,19.10.23,13,2404.43
Z313,19.10.23,14,3395.05
Z313,19.10.23,15,3192
Z313,19.10.23,16,3130.82
Z313,19.10.23,17,3012.79
Z313,19.10.23,18,3030.69
Z313,19.10.23,19,2879.16
Z313,19.10.23,20,3519.73
Z313,19.10.23,21,3974.9
Z313,19.10.23,22,3470.63
Z313,19.10.23,23,3638.23
Z313,19.10.23,24,1790.65
Z313,19.11.22,1,1859.68
Z313,19.11.22,2,1008.25
Z313,19.11.22,3,619.98
Z313,19.11.22,4,509.47
Z313,19.11.22,5,583.26
Z313,19.11.22,6,336.28
Z313,19.11.22,7,420.96
Z313,19.11.22,8,913.52
Z313,19.11.22,9,2201.15
Z313,19.11.22,10,3123.75
Z313,19.11.22,11,3125.88
Z313,19.11.22,12,3825.25
Z313,19.11.22,13,3312.96
Z313,19.11.22,14,3704.58
Z313,19.11.22,15,1771.02
Z313,19.11.22,16,1704.08
Z313,19.11.22,17,3825.86
Z313,19.11.22,18,3506.54
Z313,19.11.22,19,3525.92
Z313,19.11.22,20,3384.02
Z313,19.11.22,21,3528.12
Z313,19.11.22,22,2878.13
Z313,19.11.22,23,1912.97
Z313,19.11.22,24,1557.06
Z313,19.11.23,1,2506.34
Z313,19.11.23,2,1168.93
Z313,19.11.23,3,690.05
Z313,19.11.23,4,637.1
Z313,19.11.23,5,487.91
Z313,19.11.23,6,469.15
Z313,19.11.23,7,299.95
Z313,19.11.23,8,736.55
Z313,19.11.23,9,1465.11
Z313,19.11.23,10,1943.48
Z313,19.11.23,11,3248.87
Z313,19.11.23,12,3276.81
Z313,19.11.23,13,3024.05
Z313,19.11.23,14,3657.71
Z313,19.11.23,15,3604.05
Z313,19.11.23,16,3253.97
Z313,19.11.23,17,3708.7
Z313,19.11.23,18,3905.22
Z313,19.11.23,19,3718.81
Z313,19.11.23,20,3723.42
Z313,19.11.23,21,3489.03
Z313,19.11.23,22,3502.24
Z313,19.11.23,23,3114.32
Z313,19.11.23,24,2272.91
Z313,19.12.22,1,2332.1
Z313,19.12.22,2,1483.11
Z313,19.12.22,3,709.31
Z313,19.12.22,4,267.24
Z313,19.12.22,5,266.29
Z313,19.12.22,6,552.61
Z313,19.12.22,7,641.22
Z313,19.12.22,8,2145.16
Z313,19.12.22,9,3129.93
Z313,19.12.22,10,3453.57
Z313,19.12.22,11,2396.79
Z313,19.12.22,12,2694.4
Z313,19.12.22,13,3124.51
Z313,19.12.22,14,3464.22
Z313,19.12.22,15,3471.12
Z313,19.12.22,16,3736.35
Z313,19.12.22,17,3316.15
Z313,19.12.22,18,2921.88
Z313,19.12.22,19,3128.65
Z313,19.12.22,20,3230.94
Z313,19.12.22,21,3390.96
Z313,19.12.22,22,3206.71
Z313,19.12.22,23,3806.14
Z313,19.12.22,24,2173.73
Z313,19.12.23,1,2226.18
Z313,19.12.23,2,1031.02
Z313,19.12.23,3,953.46
Z313,19.12.23,4,539.07
Z313,19.12.23,5,334.68
Z313,19.12.23,6,413.39
Z313,19.12.23,7,770.17
Z313,19.12.23,8,1348.01
Z313,19.12.23,9,3501.49
Z313,19.12.23,10,3455.8
Z313,19.12.23,11,3035.41
Z313,19.12.23,12,3272.74
Z313,19.12.23,13,3050.23
Z313,19.12.23,14,3012
Z313,19.12.23,15,3626.04
Z313,19.12.23,16,4073.07
Z313,19.12.23,17,3574.1
Z313,19.12.23,18,3792.97
Z313,19.12.23,19,3568.07
Z313,19.12.23,20,3309.63
Z313,19.12.23,21,4060.94
Z313,19.12.23,22,3704.21
Z313,19.12.23,23,3232.02
Z313,19.12.23,24,2707.17
Z313,20.01.22,1,907.62
Z313,20.01.22,2,609.15
Z313,20.01.22,3,289.67
Z313,20.01.22,4,101.51
Z313,20.01.22,5,57.57
Z313,20.01.22,6,65.52
Z313,20.01.22,7,202.67
Z313,20.01.22,8,1149.07
Z313,20.01.22,9,1396.32
Z313,20.01.22,10,3222.04
Z313,20.01.22,11,3101.01
Z313,20.01.22,12,2863.37
Z313,20.01.22,13,2600.7
Z313,20.01.22,14,2862.46
Z313,20.01.22,15,2148.5
Z313,20.01.22,16,2328.01
Z313,20.01.22,17,2867.65
Z313,20.01.22,18,2998.53
Z313,20.01.22,19,2487.98
Z313,20.01.22,20,3016.83
Z313,20.01.22,21,2308.46
Z313,20.01.22,22,2604.5
Z313,20.01.22,23,2922.58
Z313,20.01.22,24,1138.29
Z313,20.01.23,1,2008.68
Z313,20.01.23,2,688.58
Z313,20.01.23,3,449.51
Z313,20.01.23,4,434.63
Z313,20.01.23,5,391.52
Z313,20.01.23,6,222.19
Z313,20.01.23,7,489.33
Z313,20.01.23,8,1644.26
Z313,20.01.23,9,3141.58
Z313,20.01.23,10,3302.53
Z313,20.01.23,11,3299.22
Z313,20.01.23,12,3167.68
Z313,20.01.23,13,3072.21
Z313,20.01.23,14,3787.89
Z313,20.01.23,15,3403.28
Z313,20.01.23,16,3768.31
Z313,20.01.23,17,3525.49
Z313,20.01.23,18,4141.06
Z313,20.01.23,19,3775.05
Z313,20.01.23,20,3054.85
Z313,20.01.23,21,3269.18
Z313,20.01.23,22,3970.62
Z313,20.01.23,23,3479.83
Z313,20.01.23,24,1635.52
Z313,20.01.24,1,2778.37
Z313,20.01.24,2,1672.66
Z313,20.01.24,3,1452.04
Z313,20.01.24,4,1203.85
Z313,20.01.24,5,1122.75
Z313,20.01.24,6,504.4
Z313,20.01.24,7,504.88
Z313,20.01.24,8,1128.67
Z313,20.01.24,9,2403.09
Z313,20.01.24,10,3520.95
Z313,20.01.24,11,3108.42
Z313,20.01.24,12,2592.3
Z313,20.01.24,13,2780.47
Z313,20.01.24,14,2801.05
Z313,20.01.24,15,3308.31
Z313,20.01.24,16,3190.07
Z313,20.01.24,17,3339.69
Z313,20.01.24,18,3884.56
Z313,20.01.24,19,4032.58
Z313,20.01.24,20,3984.9
Z313,20.01.24,21,3381.81
Z313,20.01.24,22,3199.67
Z313,20.01.24,23,3147.83
Z313,20.01.24,24,2730.06
Z313,20.02.22,1,1184.37
Z313,20.02.22,2,956.48
Z313,20.02.22,3,639.59
Z313,20.02.22,4,557.76
Z313,20.02.22,5,405.2
Z313,20.02.22,6,220.03
Z313,20.02.22,7,319.88
Z313,20.02.22,8,863.63
Z313,20.02.22,9,874.57
Z313,20.02.22,10,1800.94
Z313,20.02.22,11,2711.92
Z313,20.02.22,12,2505.72
Z313,20.02.22,13,3181.75
Z313,20.02.22,14,2885.23
Z313,20.02.22,15,3057.21
Z313,20.02.22,16,2744.54
Z313,20.02.22,17,3063.95
Z313,20.02.22,18,2854.98
Z313,20.02.22,19,2893.99
Z313,20.02.22,20,2958.01
Z313,20.02.22,21,2708.52
Z313,20.02.22,22,2877.83
Z313,20.02.22,23,2871.8
Z313,20.02.22,24,1354.52
Z313,20.02.23,1,1358.46
Z313,20.02.23,2,676.43
Z313,20.02.23,3,455.12
Z313,20.02.23,4,329.13
Z313,20.02.23,5,204.29
Z313,20.02.23,6,200.86
Z313,20.02.23,7,623.09
Z313,20.02.23,8,1779.64
Z313,20.02.23,9,3630.18
Z313,20.02.23,10,3529.16
Z313,20.02.23,11,2923.07
Z313,20.02.23,12,3119.33
Z313,20.02.23,13,3001.23
Z313,20.02.23,14,3500.53
Z313,20.02.23,15,2876.68
Z313,20.02.23,16,3056.83
Z313,20.02.23,17,3079.87
Z313,20.02.23,18,3108.18
Z313,20.02.23,19,3703.61
Z313,20.02.23,20,3253.85
Z313,20.02.23,21,3154.87
Z313,20.02.23,22,2962.59
Z313,20.02.23,23,3318.68
Z313,20.02.23,24,1628.66
Z313,20.02.24,1,2897.24
Z313,20.02.24,2,1116.64
Z313,20.02.24,3,565.69
Z313,20.02.24,4,408.97
Z313,20.02.24,5,956.28
Z313,20.02.24,6,441.9
Z313,20.02.24,7,879.38
Z313,20.02.24,8,1995.79
Z313,20.02.24,9,3143.72
Z313,20.02.24,10,2517.28
Z313,20.02.24,11,3370.46
Z313,20.02.24,12,3725.61
Z313,20.02.24,13,3623.92
Z313,20.02.24,14,3337.29
Z313,20.02.24,15,3579.88
Z313,20.02.24,16,3369.57
Z313,20.02.24,17,3702.26
Z313,20.02.24,18,3515.64
Z313,20.02.24,19,3672.26
Z313,20.02.24,20,3697.64
Z313,20.02.24,21,3747.84
Z313,20.02.24,22,3581.43
Z313,20.02.24,23,3805.54
Z313,20.02.24,24,2666.15
Z313,20.03.22,1,1533.76
Z313,20.03.22,2,850.58
Z313,20.03.22,3,586.43
Z313,20.03.22,4,216.47
Z313,20.03.22,5,498.46
Z313,20.03.22,6,248.15
Z313,20.03.22,7,263.37
Z313,20.03.22,8,855.77
Z313,20.03.22,9,1073.31
Z313,20.03.22,10,1729.52
Z313,20.03.22,11,2105.15
Z313,20.03.22,12,2785.59
Z313,20.03.22,13,2461.55
Z313,20.03.22,14,2832.49
Z313,20.03.22,15,2700.77
Z313,20.03.22,16,2605.6
Z313,20.03.22,17,2267.87
Z313,20.03.22,18,2712.37
Z313,20.03.22,19,2256.59
Z313,20.03.22,20,2307.34
Z313,20.03.22,21,2434.86
Z313,20.03.22,22,2590.04
Z313,20.03.22,23,2120.38
Z313,20.03.22,24,1483.48
Z313,20.03.23,1,2010.45
Z313,20.03.23,2,828.08
Z313,20.03.23,3,699.1
Z313,20.03.23,4,278.48
Z313,20.03.23,5,250.69
Z313,20.03.23,6,216.34
Z313,20.03.23,7,484.11
Z313,20.03.23,8,1397.53
Z313,20.03.23,9,2069.92
Z313,20.03.23,10,2724.81
Z313,20.03.23,11,3455.25
Z313,20.03.23,12,3267.33
Z313,20.03.23,13,3013.95
Z313,20.03.23,14,3568.2
Z313,20.03.23,15,3179.5
Z313,20.03.23,16,2996.16
Z313,20.03.23,17,3080.15
Z313,20.03.23,18,3486.2
Z313,20.03.23,19,3916.26
Z313,20.03.23,20,3501.19
Z313,20.03.23,21,3478.15
Z313,20.03.23,22,3370.56
Z313,20.03.23,23,3530.08
Z313,20.03.23,24,1897.77
Z313,20.03.24,1,2088.46
Z313,20.03.24,2,917.96
Z313,20.03.24,3,1173.69
Z313,20.03.24,4,554.11
Z313,20.03.24,5,69.85
Z313,20.03.24,6,468.84
Z313,20.03.24,7,720.09
Z313,20.03.24,8,1685.1
Z313,20.03.24,9,2848.03
Z313,20.03.24,10,3501.4
Z313,20.03.24,11,2850.15
Z313,20.03.24,12,3175.41
Z313,20.03.24,13,3354.51
Z313,20.03.24,14,3169.14
Z313,20.03.24,15,3017.62
Z313,20.03.24,16,3646.42
Z313,20.03.24,17,3506.08
Z313,20.03.24,18,3944.12
Z313,20.03.24,19,3146.14
Z313,20.03.24,20,3453.55
Z313,20.03.24,21,3127.02
Z313,20.03.24,22,4016.12
Z313,20.03.24,23,4278.67
Z313,20.03.24,24,1993.8
Z313,20.04.22,1,1541.82
Z313,20.04.22,2,743.21
Z313,20.04.22,3,292.45
Z313,20.04.22,4,327.8
Z313,20.04.22,5,130.69
Z313,20.04.22,6,217.58
Z313,20.04.22,7,631.38
Z313,20.04.22,8,1746.15
Z313,20.04.22,9,1825.04
Z313,20.04.22,10,1939.63
Z313,20.04.22,11,3515.85
Z313,20.04.22,12,2539.62
Z313,20.04.22,13,3216.78
Z313,20.04.22,14,3488.95
Z313,20.04.22,15,2804.32
Z313,20.04.22,16,2820.21
Z313,20.04.22,17,2866.25
Z313,20.04.22,18,2580.47
Z313,20.04.22,19,2757.32
Z313,20.04.22,20,2465.4
Z313,20.04.22,21,2418.34
Z313,20.04.22,22,2515.81
Z313,20.04.22,23,2801.3
Z313,20.04.22,24,1843.87
Z313,20.04.23,1,2631.53
Z313,20.04.23,2,1888.29
Z313,20.04.23,3,1032.09
Z313,20.04.23,4,663.16
Z313,20.04.23,5,874.04
Z313,20.04.23,6,649.81
Z313,20.04.23,7,523.89
Z313,20.04.23,8,2204.55
Z313,20.04.23,9,3264.64
Z313,20.04.23,10,3518.1
Z313,20.04.23,11,3711.25
Z313,20.04.23,12,3376.05
Z313,20.04.23,13,3967.39
