АЗС_CODE,ДАТА,HOUR,КОЛИЧЕСТВО
Z313,04.12.22,23,3591.54
Z313,04.12.22,24,2142.35
Z313,04.12.23,1,2119.05
Z313,04.12.23,2,862.58
Z313,04.12.23,3,663.52
Z313,04.12.23,4,301.27
Z313,04.12.23,5,302.73
Z313,04.12.23,6,245.91
Z313,04.12.23,7,787.45
Z313,04.12.23,8,2128.66
Z313,04.12.23,9,3164.1
Z313,04.12.23,10,3045.23
Z313,04.12.23,11,3089.69
Z313,04.12.23,12,3238.33
Z313,04.12.23,13,3035.53
Z313,04.12.23,14,3626.1
Z313,04.12.23,15,3470.67
Z313,04.12.23,16,3000.9
Z313,04.12.23,17,3504.59
Z313,04.12.23,18,3712.55
Z313,04.12.23,19,3743.68
Z313,04.12.23,20,3554.35
Z313,04.12.23,21,3255.87
Z313,04.12.23,22,3445.37
Z313,04.12.23,23,3264.7
Z313,04.12.23,24,1892.77
Z313,05.01.22,1,1963.47
Z313,05.01.22,2,742.44
Z313,05.01.22,3,405.32
Z313,05.01.22,4,324.73
Z313,05.01.22,5,248.4
Z313,05.01.22,6,171.22
Z313,05.01.22,7,455.6
Z313,05.01.22,8,888.04
Z313,05.01.22,9,2480.97
Z313,05.01.22,10,2042.59
Z313,05.01.22,11,2666.43
Z313,05.01.22,12,2079.58
Z313,05.01.22,13,2355.32
Z313,05.01.22,14,3525.2
Z313,05.01.22,15,3437.79
Z313,05.01.22,16,3142.81
Z313,05.01.22,17,3171.82
Z313,05.01.22,18,3924.28
Z313,05.01.22,19,4192.27
Z313,05.01.22,20,3525.39
Z313,05.01.22,21,3792.16
Z313,05.01.22,22,3173
Z313,05.01.22,23,2640.55
Z313,05.01.22,24,1214.87
Z313,05.01.23,1,2160.78
Z313,05.01.23,2,603.26
Z313,05.01.23,3,637.63
Z313,05.01.23,4,225.36
Z313,05.01.23,5,192.58
Z313,05.01.23,6,192.27
Z313,05.01.23,7,466.99
Z313,05.01.23,8,845.83
Z313,05.01.23,9,1274.62
Z313,05.01.23,10,2334.29
Z313,05.01.23,11,2214.54
Z313,05.01.23,12,2655.31
Z313,05.01.23,13,3028.22
Z313,05.01.23,14,2846.77
Z313,05.01.23,15,2592.11
Z313,05.01.23,16,3077.87
Z313,05.01.23,17,3107.81
Z313,05.01.23,18,2920.62
Z313,05.01.23,19,3106.75
Z313,05.01.23,20,2759.42
Z313,05.01.23,21,2886.24
Z313,05.01.23,22,2947.88
Z313,05.01.23,23,2933.43
Z313,05.01.23,24,1984.02
Z313,05.01.24,1,2046.81
Z313,05.01.24,2,1374.71
Z313,05.01.24,3,443.03
Z313,05.01.24,4,1583.87
Z313,05.01.24,5,401.69
Z313,05.01.24,6,466.22
Z313,05.01.24,7,662.69
Z313,05.01.24,8,1313.16
Z313,05.01.24,9,1680.83
Z313,05.01.24,10,2704.13
Z313,05.01.24,11,3460.39
Z313,05.01.24,12,3170.79
Z313,05.01.24,13,3272.35
Z313,05.01.24,14,2639.61
Z313,05.01.24,15,3276.5
Z313,05.01.24,16,3530.32
Z313,05.01.24,17,3298.65
Z313,05.01.24,18,3448.2
Z313,05.01.24,19,3353.31
Z313,05.01.24,20,3370.18
Z313,05.01.24,21,3722.51
Z313,05.01.24,22,3190.8
Z313,05.01.24,23,3765.99
Z313,05.01.24,24,2672.09
Z313,05.02.22,1,1820.68
Z313,05.02.22,2,1233.7
Z313,05.02.22,3,659.35
Z313,05.02.22,4,501.53
Z313,05.02.22,5,286.62
Z313,05.02.22,6,522.74
Z313,05.02.22,7,753.07
Z313,05.02.22,8,787.24
Z313,05.02.22,9,1919.73
Z313,05.02.22,10,2571.51
Z313,05.02.22,11,2743.34
Z313,05.02.22,12,3703.51
Z313,05.02.22,13,3746.93
Z313,05.02.22,14,3176.36
Z313,05.02.22,15,3538.35
Z313,05.02.22,16,3413.49
Z313,05.02.22,17,3194.04
Z313,05.02.22,18,3227.79
Z313,05.02.22,19,2731.2
Z313,05.02.22,20,3154.26
Z313,05.02.22,21,2510.78
Z313,05.02.22,22,2553.76
Z313,05.02.22,23,1824.65
Z313,05.02.22,24,1099.34
Z313,05.02.23,1,2256.1
Z313,05.02.23,2,1283.98
Z313,05.02.23,3,837.05
Z313,05.02.23,4,645.48
Z313,05.02.23,5,394.11
Z313,05.02.23,6,207.65
Z313,05.02.23,7,333.19
Z313,05.02.23,8,625.69
Z313,05.02.23,9,954.14
Z313,05.02.23,10,1736.65
Z313,05.02.23,11,2190.86
Z313,05.02.23,12,3087.76
Z313,05.02.23,13,3304.32
Z313,05.02.23,14,2945.06
Z313,05.02.23,15,3078.62
Z313,05.02.23,16,3552.36
Z313,05.02.23,17,3462.57
Z313,05.02.23,18,4075.55
Z313,05.02.23,19,3618.1
Z313,05.02.23,20,3392.95
Z313,05.02.23,21,3362.99
Z313,05.02.23,22,3054.72
Z313,05.02.23,23,2548.85
Z313,05.02.23,24,1550.62
Z313,05.02.24,1,2451.02
Z313,05.02.24,2,1631.96
Z313,05.02.24,3,950.95
Z313,05.02.24,4,486.32
Z313,05.02.24,5,754.35
Z313,05.02.24,6,399.83
Z313,05.02.24,7,872.64
Z313,05.02.24,8,2530.12
Z313,05.02.24,9,2844.28
Z313,05.02.24,10,3306.02
Z313,05.02.24,11,3216.86
Z313,05.02.24,12,3208.79
Z313,05.02.24,13,3128.27
Z313,05.02.24,14,3508.6
Z313,05.02.24,15,3157.11
Z313,05.02.24,16,3481.97
Z313,05.02.24,17,3470.37
Z313,05.02.24,18,3213.25
Z313,05.02.24,19,3987.85
Z313,05.02.24,20,3656.94
Z313,05.02.24,21,3531.31
Z313,05.02.24,22,3673.89
Z313,05.02.24,23,3690.61
Z313,05.02.24,24,2558.2
Z313,05.03.22,1,2277.26
Z313,05.03.22,2,1227.43
Z313,05.03.22,3,607.23
Z313,05.03.22,4,324.39
Z313,05.03.22,5,547.9
Z313,05.03.22,6,301.22
Z313,05.03.22,7,661.87
Z313,05.03.22,8,2446.1
Z313,05.03.22,9,2574.58
Z313,05.03.22,10,3130.67
Z313,05.03.22,11,2465.51
Z313,05.03.22,12,2768.36
Z313,05.03.22,13,3037.5
Z313,05.03.22,14,3669.59
Z313,05.03.22,15,3071.89
Z313,05.03.22,16,3312.01
Z313,05.03.22,17,3632.94
Z313,05.03.22,18,3224.94
Z313,05.03.22,19,2501.7
Z313,05.03.22,20,2655.16
Z313,05.03.22,21,3063.65
Z313,05.03.22,22,3287.13
Z313,05.03.22,23,3181.78
Z313,05.03.22,24,1805.84
Z313,05.03.23,1,1909.6
Z313,05.03.23,2,1034.42
Z313,05.03.23,3,533
Z313,05.03.23,4,567.69
Z313,05.03.23,5,414.8
Z313,05.03.23,6,198.41
Z313,05.03.23,7,239.89
Z313,05.03.23,8,583.36
Z313,05.03.23,9,1182.96
Z313,05.03.23,10,1887.97
Z313,05.03.23,11,2410.57
Z313,05.03.23,12,3334.51
Z313,05.03.23,13,3397.75
Z313,05.03.23,14,3882.98
Z313,05.03.23,15,3043.04
Z313,05.03.23,16,3667.31
Z313,05.03.23,17,3545.27
Z313,05.03.23,18,3456.25
Z313,05.03.23,19,3743.39
Z313,05.03.23,20,3453.81
Z313,05.03.23,21,3351.49
Z313,05.03.23,22,3712.05
Z313,05.03.23,23,2830.02
Z313,05.03.23,24,1722.25
Z313,05.03.24,1,1921.72
Z313,05.03.24,2,1351.56
Z313,05.03.24,3,696.81
Z313,05.03.24,4,422.46
Z313,05.03.24,5,257.96
Z313,05.03.24,6,275.92
Z313,05.03.24,7,1111.06
Z313,05.03.24,8,2045.27
Z313,05.03.24,9,3506.85
Z313,05.03.24,10,3795.41
Z313,05.03.24,11,3939.65
Z313,05.03.24,12,3870.09
Z313,05.03.24,13,3617.12
Z313,05.03.24,14,3161.94
Z313,05.03.24,15,3639.82
Z313,05.03.24,16,3466.33
Z313,05.03.24,17,3845.45
Z313,05.03.24,18,3725.28
Z313,05.03.24,19,3165.98
Z313,05.03.24,20,3749.82
Z313,05.03.24,21,3783.29
Z313,05.03.24,22,3524.65
Z313,05.03.24,23,3507.2
Z313,05.03.24,24,2713.79
Z313,05.04.22,1,1415.69
Z313,05.04.22,2,650.24
Z313,05.04.22,3,206.33
Z313,05.04.22,4,185.73
Z313,05.04.22,5,78.49
Z313,05.04.22,6,217.72
Z313,05.04.22,7,369.76
Z313,05.04.22,8,1512.86
Z313,05.04.22,9,2531.62
Z313,05.04.22,10,2493.91
Z313,05.04.22,11,2326.21
Z313,05.04.22,12,2390.5
Z313,05.04.22,13,2330.03
Z313,05.04.22,14,2552.47
Z313,05.04.22,15,2922
Z313,05.04.22,16,3170.09
Z313,05.04.22,17,2906.05
Z313,05.04.22,18,2701.97
Z313,05.04.22,19,2528.03
Z313,05.04.22,20,2548.38
Z313,05.04.22,21,2139.22
Z313,05.04.22,22,2692.26
Z313,05.04.22,23,2496.61
Z313,05.04.22,24,1335.35
Z313,05.04.23,1,2284.32
Z313,05.04.23,2,1031.83
Z313,05.04.23,3,389.52
Z313,05.04.23,4,234.85
Z313,05.04.23,5,218.41
Z313,05.04.23,6,232.52
Z313,05.04.23,7,1047.03
Z313,05.04.23,8,1679.6
Z313,05.04.23,9,3237.56
Z313,05.04.23,10,3479.84
Z313,05.04.23,11,3547.61
Z313,05.04.23,12,3580.3
Z313,05.04.23,13,2935.07
Z313,05.04.23,14,2621.7
Z313,05.04.23,15,3233.2
Z313,05.04.23,16,3330.35
Z313,05.04.23,17,3510.63
Z313,05.04.23,18,3946.67
Z313,05.04.23,19,3828.97
Z313,05.04.23,20,2687.49
Z313,05.04.23,21,2686.63
Z313,05.04.23,22,3267.66
Z313,05.04.23,23,3331.48
Z313,05.04.23,24,2297.67
Z313,05.04.24,1,1708.29
Z313,05.04.24,2,986.69
Z313,05.04.24,3,791.16
Z313,05.04.24,4,473.72
Z313,05.04.24,5,291.38
Z313,05.04.24,6,307.11
Z313,05.04.24,7,835.26
Z313,05.04.24,8,2137.69
Z313,05.04.24,9,3246.63
Z313,05.04.24,10,3294.23
Z313,05.04.24,11,3579.21
Z313,05.04.24,12,2958.82
Z313,05.04.24,13,3516.52
Z313,05.04.24,14,3048.93
Z313,05.04.24,15,3570.3
Z313,05.04.24,16,3828.71
Z313,05.04.24,17,3125.61
Z313,05.04.24,18,3306.21
Z313,05.04.24,19,3136.63
Z313,05.04.24,20,2630.47
Z313,05.04.24,21,3119.45
Z313,05.04.24,22,3594.32
Z313,05.04.24,23,3879.7
Z313,05.04.24,24,2554.54
Z313,05.05.22,1,1417.72
Z313,05.05.22,2,647.16
Z313,05.05.22,3,362.37
Z313,05.05.22,4,353.16
Z313,05.05.22,5,76.69
Z313,05.05.22,6,234.05
Z313,05.05.22,7,269.35
Z313,05.05.22,8,2453.52
Z313,05.05.22,9,2889.94
Z313,05.05.22,10,2924.39
Z313,05.05.22,11,2351.75
Z313,05.05.22,12,2480.4
Z313,05.05.22,13,2205.85
Z313,05.05.22,14,3199.26
Z313,05.05.22,15,3408.43
Z313,05.05.22,16,2615.23
Z313,05.05.22,17,2847.99
Z313,05.05.22,18,2874.13
Z313,05.05.22,19,2587.12
Z313,05.05.22,20,2906.79
Z313,05.05.22,21,3072.18
Z313,05.05.22,22,2068.92
Z313,05.05.22,23,2477.75
Z313,05.05.22,24,1631.63
Z313,05.05.23,1,1933.95
Z313,05.05.23,2,1325.37
Z313,05.05.23,3,668.28
Z313,05.05.23,4,245.74
Z313,05.05.23,5,176.1
Z313,05.05.23,6,521.26
Z313,05.05.23,7,701.4
Z313,05.05.23,8,2021.28
Z313,05.05.23,9,2902.97
Z313,05.05.23,10,3390.49
Z313,05.05.23,11,3272.37
Z313,05.05.23,12,3200.13
Z313,05.05.23,13,3055.92
Z313,05.05.23,14,3506.59
Z313,05.05.23,15,3870.89
Z313,05.05.23,16,2864.52
Z313,05.05.23,17,3208.74
Z313,05.05.23,18,3939.99
Z313,05.05.23,19,3492.8
Z313,05.05.23,20,3535.24
Z313,05.05.23,21,3499.85
Z313,05.05.23,22,3659.19
Z313,05.05.23,23,3221.94
Z313,05.05.23,24,2167.18
Z313,05.05.24,1,2103.49
Z313,05.05.24,2,1531.79
Z313,05.05.24,3,1068.81
Z313,05.05.24,4,871.36
Z313,05.05.24,5,413.45
Z313,05.05.24,6,281.6
Z313,05.05.24,7,474.39
Z313,05.05.24,8,1235
Z313,05.05.24,9,1340.45
Z313,05.05.24,10,1965.54
Z313,05.05.24,11,2783.31
Z313,05.05.24,12,3481
Z313,05.05.24,13,3293.61
Z313,05.05.24,14,3248.05
Z313,05.05.24,15,3655.16
Z313,05.05.24,16,3563.51
Z313,05.05.24,17,3649.82
Z313,05.05.24,18,3709.48
Z313,05.05.24,19,3158.72
Z313,05.05.24,20,3783.46
Z313,05.05.24,21,3767.63
Z313,05.05.24,22,3208.34
Z313,05.05.24,23,3926.69
Z313,05.05.24,24,2173.26
Z313,05.06.23,1,2231.02
Z313,05.06.23,2,993.09
Z313,05.06.23,3,784.51
Z313,05.06.23,4,272.01
Z313,05.06.23,5,295.64
Z313,05.06.23,6,373.33
Z313,05.06.23,7,595.18
Z313,05.06.23,8,1658.13
Z313,05.06.23,9,2627.17
Z313,05.06.23,10,2587.05
Z313,05.06.23,11,2732.05
Z313,05.06.23,12,3416.22
Z313,05.06.23,13,2867.95
Z313,05.06.23,14,2290.52
Z313,05.06.23,15,2563.55
Z313,05.06.23,16,3291.76
Z313,05.06.23,17,3152.8
Z313,05.06.23,18,2525.15
Z313,05.06.23,19,3548.1
Z313,05.06.23,20,3374.01
Z313,05.06.23,21,3314.36
Z313,05.06.23,22,2706.38
Z313,05.06.23,23,3317.59
Z313,05.06.23,24,1911.06
Z313,05.06.24,1,1569.49
Z313,05.06.24,2,1006.48
Z313,05.06.24,3,644.83
Z313,05.06.24,4,641.72
Z313,05.06.24,5,301.08
Z313,05.06.24,6,283.19
Z313,05.06.24,7,1138.13
Z313,05.06.24,8,1459.64
Z313,05.06.24,9,2338.46
Z313,05.06.24,10,3582.65
Z313,05.06.24,11,4028.69
Z313,05.06.24,12,3773.74
Z313,05.06.24,13,3332.66
Z313,05.06.24,14,3745.06
Z313,05.06.24,15,4187.23
Z313,05.06.24,16,3443.97
Z313,05.06.24,17,3647.85
Z313,05.06.24,18,3696.3
Z313,05.06.24,19,2862.59
Z313,05.06.24,20,3336.81
Z313,05.06.24,21,3442.18
Z313,05.06.24,22,3904.35
Z313,05.06.24,23,3328.65
Z313,05.06.24,24,2709.79
Z313,05.07.23,1,1958.24
Z313,05.07.23,2,991.78
Z313,05.07.23,3,388.08
Z313,05.07.23,4,294.25
Z313,05.07.23,5,122.85
Z313,05.07.23,6,208.3
Z313,05.07.23,7,614.79
Z313,05.07.23,8,1498.02
Z313,05.07.23,9,2457.91
Z313,05.07.23,10,3189.37
Z313,05.07.23,11,3395.74
Z313,05.07.23,12,2714.32
Z313,05.07.23,13,2949.22
Z313,05.07.23,14,3299.11
Z313,05.07.23,15,3443.92
Z313,05.07.23,16,3571.49
Z313,05.07.23,17,3386.53
Z313,05.07.23,18,3456.65
Z313,05.07.23,19,3653.06
Z313,05.07.23,20,3906.74
Z313,05.07.23,21,3235.54
Z313,05.07.23,22,3648.72
Z313,05.07.23,23,3635.77
Z313,05.07.23,24,2926.79
Z313,05.07.24,1,1861.91
Z313,05.07.24,2,1016.19
Z313,05.07.24,3,492.89
Z313,05.07.24,4,590.06
Z313,05.07.24,5,420.61
Z313,05.07.24,6,309.98
Z313,05.07.24,7,757.52
Z313,05.07.24,8,1661.64
Z313,05.07.24,9,1895.29
Z313,05.07.24,10,2816.06
Z313,05.07.24,11,3065.5
Z313,05.07.24,12,3033.93
Z313,05.07.24,13,2953.41
Z313,05.07.24,14,4000.13
Z313,05.07.24,15,2907.89
Z313,05.07.24,16,3022.61
Z313,05.07.24,17,3733.74
Z313,05.07.24,18,2901.54
Z313,05.07.24,19,3650.02
Z313,05.07.24,20,3542.56
Z313,05.07.24,21,3536.13
Z313,05.07.24,22,3642.62
Z313,05.07.24,23,2949.5
Z313,05.07.24,24,2166.94
Z313,05.08.23,1,2593.83
Z313,05.08.23,2,1829.73
Z313,05.08.23,3,1256.32
Z313,05.08.23,4,606.69
Z313,05.08.23,5,454.19
Z313,05.08.23,6,440.94
Z313,05.08.23,7,792.96
Z313,05.08.23,8,1217.42
Z313,05.08.23,9,1873.19
Z313,05.08.23,10,2835.9
Z313,05.08.23,11,3018.3
Z313,05.08.23,12,3111.95
Z313,05.08.23,13,3507.92
Z313,05.08.23,14,3663.06
Z313,05.08.23,15,3187.09
Z313,05.08.23,16,3166.04
Z313,05.08.23,17,3452.9
Z313,05.08.23,18,3194.99
Z313,05.08.23,19,3408.74
Z313,05.08.23,20,3599.83
Z313,05.08.23,21,3797.31
Z313,05.08.23,22,3047.75
Z313,05.08.23,23,3123.44
Z313,05.08.23,24,2202.84
Z313,05.08.24,1,2349.68
Z313,05.08.24,2,1197.22
Z313,05.08.24,3,668.02
Z313,05.08.24,4,585.88
Z313,05.08.24,5,392.11
Z313,05.08.24,6,557.03
Z313,05.08.24,7,1118.48
Z313,05.08.24,8,1254.19
Z313,05.08.24,9,2726.37
Z313,05.08.24,10,3321.92
Z313,05.08.24,11,3754.61
Z313,05.08.24,12,3969.9
Z313,05.08.24,13,3592.25
Z313,05.08.24,14,3965.18
Z313,05.08.24,15,3758.38
Z313,05.08.24,16,4186.27
Z313,05.08.24,17,4165.82
Z313,05.08.24,18,3718.1
Z313,05.08.24,19,4287.85
Z313,05.08.24,20,3467.89
Z313,05.08.24,21,4544.24
Z313,05.08.24,22,4158.54
Z313,05.08.24,23,3748.1
Z313,05.08.24,24,2099.17
Z313,05.09.23,1,2077.71
Z313,05.09.23,2,643.89
Z313,05.09.23,3,429.65
Z313,05.09.23,4,330.89
Z313,05.09.23,5,45.52
Z313,05.09.23,6,225.1
Z313,05.09.23,7,609.76
Z313,05.09.23,8,2247.9
Z313,05.09.23,9,3188.92
Z313,05.09.23,10,3197.98
Z313,05.09.23,11,2930.26
Z313,05.09.23,12,3046.2
Z313,05.09.23,13,3651.01
Z313,05.09.23,14,3900.17
Z313,05.09.23,15,3532.78
Z313,05.09.23,16,3473.58
Z313,05.09.23,17,3886.1
Z313,05.09.23,18,3636.81
Z313,05.09.23,19,3783.72
Z313,05.09.23,20,3884.4
Z313,05.09.23,21,2952.57
Z313,05.09.23,22,3097.52
Z313,05.09.23,23,3514.62
Z313,05.09.23,24,2870.8
Z313,05.10.22,1,1280.53
Z313,05.10.22,2,969.21
Z313,05.10.22,3,227.56
Z313,05.10.22,4,146.11
Z313,05.10.22,5,86.82
Z313,05.10.22,6,79.49
Z313,05.10.22,7,264.65
Z313,05.10.22,8,1521.31
Z313,05.10.22,9,2280.29
Z313,05.10.22,10,2584.96
Z313,05.10.22,11,2424.21
Z313,05.10.22,12,2003.77
Z313,05.10.22,13,2710.91
Z313,05.10.22,14,2905.76
Z313,05.10.22,15,2740.66
Z313,05.10.22,16,2347.02
Z313,05.10.22,17,2583.55
Z313,05.10.22,18,3110.72
Z313,05.10.22,19,2926.19
Z313,05.10.22,20,3151.21
Z313,05.10.22,21,3269.24
Z313,05.10.22,22,2935.32
Z313,05.10.22,23,2956.7
Z313,05.10.22,24,1585.45
Z313,05.10.23,1,1762.44
Z313,05.10.23,2,930.74
Z313,05.10.23,3,695.75
Z313,05.10.23,4,417.27
Z313,05.10.23,5,251.28
Z313,05.10.23,6,305.52
Z313,05.10.23,7,692.93
Z313,05.10.23,8,1841.39
Z313,05.10.23,9,3268.35
Z313,05.10.23,10,2966.23
Z313,05.10.23,11,3219.15
Z313,05.10.23,12,3760.01
Z313,05.10.23,13,3478.37
Z313,05.10.23,14,3481.66
Z313,05.10.23,15,2667.14
Z313,05.10.23,16,3417.64
Z313,05.10.23,17,3557.97
Z313,05.10.23,18,3547.42
Z313,05.10.23,19,3048.18
Z313,05.10.23,20,3479.57
Z313,05.10.23,21,3294.81
Z313,05.10.23,22,3242.33
Z313,05.10.23,23,3498.66
Z313,05.10.23,24,2236.67
Z313,05.11.22,1,1338.17
Z313,05.11.22,2,926.09
Z313,05.11.22,3,858.96
Z313,05.11.22,4,255.62
Z313,05.11.22,5,274.24
Z313,05.11.22,6,219.2
Z313,05.11.22,7,262.35
Z313,05.11.22,8,598.42
Z313,05.11.22,9,2120.08
Z313,05.11.22,10,2425.98
Z313,05.11.22,11,3550.26
Z313,05.11.22,12,3399.09
Z313,05.11.22,13,3395.48
Z313,05.11.22,14,2704.39
Z313,05.11.22,15,3387.23
Z313,05.11.22,16,3626.55
Z313,05.11.22,17,3703.68
Z313,05.11.22,18,3262.69
Z313,05.11.22,19,3306.94
Z313,05.11.22,20,3776.62
Z313,05.11.22,21,3320.7
Z313,05.11.22,22,2801.85
Z313,05.11.22,23,3054.19
Z313,05.11.22,24,1512.53
Z313,05.11.23,1,1762.22
Z313,05.11.23,2,1112.58
Z313,05.11.23,3,768.43
Z313,05.11.23,4,386.2
Z313,05.11.23,5,597.6
Z313,05.11.23,6,407.07
Z313,05.11.23,7,501.06
Z313,05.11.23,8,447.46
Z313,05.11.23,9,1179.51
Z313,05.11.23,10,1616.94
Z313,05.11.23,11,2357.56
Z313,05.11.23,12,2584.4
Z313,05.11.23,13,2932.53
Z313,05.11.23,14,3451
Z313,05.11.23,15,3205.58
Z313,05.11.23,16,2814.95
Z313,05.11.23,17,2929.69
Z313,05.11.23,18,3692.9
Z313,05.11.23,19,3173.62
Z313,05.11.23,20,3551.71
Z313,05.11.23,21,3518.29
Z313,05.11.23,22,3516.53
Z313,05.11.23,23,3535.71
Z313,05.11.23,24,2018.36
Z313,05.12.22,1,2180.87
Z313,05.12.22,2,781.92
Z313,05.12.22,3,882.99
Z313,05.12.22,4,475.54
Z313,05.12.22,5,383.34
Z313,05.12.22,6,288.76
Z313,05.12.22,7,902.04
Z313,05.12.22,8,1622.77
Z313,05.12.22,9,2992.07
Z313,05.12.22,10,3394.8
Z313,05.12.22,11,2904.11
Z313,05.12.22,12,3358.78
Z313,05.12.22,13,2809.28
Z313,05.12.22,14,3859.9
Z313,05.12.22,15,3418.66
Z313,05.12.22,16,3350.45
Z313,05.12.22,17,3527.03
Z313,05.12.22,18,3892.8
Z313,05.12.22,19,3440.04
Z313,05.12.22,20,3280.08
Z313,05.12.22,21,3424.89
Z313,05.12.22,22,3206.61
Z313,05.12.22,23,3271.99
Z313,05.12.22,24,2303.08
Z313,05.12.23,1,1331.95
Z313,05.12.23,2,622.85
Z313,05.12.23,3,505.41
Z313,05.12.23,4,113.61
Z313,05.12.23,5,466.61
Z313,05.12.23,6,224.6
Z313,05.12.23,7,656.75
Z313,05.12.23,8,1107.34
Z313,05.12.23,9,2158.7
Z313,05.12.23,10,2997.57
Z313,05.12.23,11,3025.5
Z313,05.12.23,12,2680.14
Z313,05.12.23,13,3080.17
Z313,05.12.23,14,2656.01
Z313,05.12.23,15,3173.34
Z313,05.12.23,16,2921.52
Z313,05.12.23,17,3240.11
Z313,05.12.23,18,3411.91
Z313,05.12.23,19,3599.39
Z313,05.12.23,20,3627.12
Z313,05.12.23,21,3521.83
Z313,05.12.23,22,3779.35
Z313,05.12.23,23,3310.51
Z313,05.12.23,24,1748
Z313,06.01.22,1,794.14
Z313,06.01.22,2,368.87
Z313,06.01.22,3,102.94
Z313,06.01.22,4,163.01
Z313,06.01.22,5,407.63
Z313,06.01.22,6,9.34
Z313,06.01.22,7,278.98
Z313,06.01.22,8,1016.55
Z313,06.01.22,9,1772.23
Z313,06.01.22,10,2590.47
Z313,06.01.22,11,3214.27
Z313,06.01.22,12,3505.29
Z313,06.01.22,13,3728.76
Z313,06.01.22,14,3837.88
Z313,06.01.22,15,3929.62
Z313,06.01.22,16,3695.86
Z313,06.01.22,17,4457.71
Z313,06.01.22,18,3474.23
Z313,06.01.22,19,3341.79
Z313,06.01.22,20,2695.82
Z313,06.01.22,21,2519.85
Z313,06.01.22,22,2701
Z313,06.01.22,23,1578.62
Z313,06.01.22,24,658.43
Z313,06.01.23,1,2357.41
Z313,06.01.23,2,659.03
Z313,06.01.23,3,599.55
Z313,06.01.23,4,632.73
Z313,06.01.23,5,153.82
Z313,06.01.23,6,220.25
Z313,06.01.23,7,646.99
Z313,06.01.23,8,1335.99
Z313,06.01.23,9,1916.09
Z313,06.01.23,10,2833.53
Z313,06.01.23,11,2576.74
Z313,06.01.23,12,3337.61
Z313,06.01.23,13,3065.37
Z313,06.01.23,14,3234.53
Z313,06.01.23,15,2849.65
Z313,06.01.23,16,3515.33
Z313,06.01.23,17,3004.1
Z313,06.01.23,18,3391
Z313,06.01.23,19,3230.2
Z313,06.01.23,20,3221.02
Z313,06.01.23,21,3493.11
Z313,06.01.23,22,1659.79
Z313,06.01.23,23,1585.94
Z313,06.01.23,24,1870.52
Z313,06.01.24,1,3564.64
Z313,06.01.24,2,1278.24
Z313,06.01.24,3,794.6
Z313,06.01.24,4,921.41
Z313,06.01.24,5,362.3
Z313,06.01.24,6,686.27
Z313,06.01.24,7,1024.88
Z313,06.01.24,8,654.64
Z313,06.01.24,9,2063.58
Z313,06.01.24,10,2152.46
Z313,06.01.24,11,3252.22
Z313,06.01.24,12,3194.47
Z313,06.01.24,13,3826.3
Z313,06.01.24,14,4381.57
Z313,06.01.24,15,4131.94
Z313,06.01.24,16,4032
Z313,06.01.24,17,3763.06
Z313,06.01.24,18,3670.5
Z313,06.01.24,19,3652.25
Z313,06.01.24,20,3009.92
Z313,06.01.24,21,3128.08
Z313,06.01.24,22,2750.89
Z313,06.01.24,23,2361.86
Z313,06.01.24,24,2262.32
Z313,06.02.22,1,1935.89
Z313,06.02.22,2,875.65
Z313,06.02.22,3,591.7
Z313,06.02.22,4,574.28
Z313,06.02.22,5,157.16
Z313,06.02.22,6,88.13
Z313,06.02.22,7,250.98
Z313,06.02.22,8,442.1
Z313,06.02.22,9,981.79
Z313,06.02.22,10,1368.21
Z313,06.02.22,11,1949.08
Z313,06.02.22,12,2727.21
Z313,06.02.22,13,3015.29
Z313,06.02.22,14,3244.67
Z313,06.02.22,15,3172.61
Z313,06.02.22,16,3165.56
Z313,06.02.22,17,2514.62
Z313,06.02.22,18,3042.54
Z313,06.02.22,19,3118.99
Z313,06.02.22,20,3292.84
Z313,06.02.22,21,3172.47
Z313,06.02.22,22,2773.04
Z313,06.02.22,23,2112.14
Z313,06.02.22,24,1516.88
Z313,06.02.23,1,1936.75
Z313,06.02.23,2,915.2
Z313,06.02.23,3,456.74
Z313,06.02.23,4,282.78
Z313,06.02.23,5,86.12
Z313,06.02.23,6,159.64
Z313,06.02.23,7,616.59
Z313,06.02.23,8,1677.98
Z313,06.02.23,9,2424.93
Z313,06.02.23,10,3078.09
Z313,06.02.23,11,3246.57
Z313,06.02.23,12,2511.52
Z313,06.02.23,13,3089.21
Z313,06.02.23,14,3642.96
Z313,06.02.23,15,3898.87
Z313,06.02.23,16,3718.76
Z313,06.02.23,17,3199.44
Z313,06.02.23,18,3070.02
Z313,06.02.23,19,3501.98
Z313,06.02.23,20,3556.94
Z313,06.02.23,21,2850.69
Z313,06.02.23,22,4015.29
Z313,06.02.23,23,3142.48
Z313,06.02.23,24,2046.71
Z313,06.02.24,1,2460.15
Z313,06.02.24,2,1417.36
Z313,06.02.24,3,467.23
Z313,06.02.24,4,399.43
Z313,06.02.24,5,757.14
Z313,06.02.24,6,502.35
Z313,06.02.24,7,815.57
Z313,06.02.24,8,1966.44
Z313,06.02.24,9,2706.15
Z313,06.02.24,10,2825.5
Z313,06.02.24,11,2318.1
Z313,06.02.24,12,1970.52
Z313,06.02.24,13,2711.38
Z313,06.02.24,14,3676.07
Z313,06.02.24,15,3321.62
Z313,06.02.24,16,3430.98
